Origin State,Dest State,Year,Measure Names,Domestic,Export,Import
Missouri,Texas,2022,Current Value (millions of dollars),16224.83783,3387.569444,16.473687
Missouri,Utah,2022,Current Value (millions of dollars),1569.387574,0.0,1.505333
Missouri,Vermont,2022,Current Value (millions of dollars),197.52985,2.50343,0.004572
Missouri,Virginia,2022,Current Value (millions of dollars),3276.110269,1134.535599,0.915526
Missouri,Washington,2022,Current Value (millions of dollars),2632.504324,165.519326,1.499313
Missouri,West Virginia,2022,Current Value (millions of dollars),604.191004,0.0,0.05815
Missouri,Wisconsin,2022,Current Value (millions of dollars),4968.869436,0.014832,1.940489
Missouri,Wyoming,2022,Current Value (millions of dollars),270.556351,,0.113405
Montana,Alabama,2022,Current Value (millions of dollars),35.114964,0.0,11.766757
Montana,Alaska,2022,Current Value (millions of dollars),27.627367,36.864418,3.852118
Montana,Arizona,2022,Current Value (millions of dollars),135.670643,31.621798,152.765283
Montana,Arkansas,2022,Current Value (millions of dollars),38.110233,,14.189208
Montana,California,2022,Current Value (millions of dollars),1026.191839,122.759279,1787.937804
Montana,Colorado,2022,Current Value (millions of dollars),313.156813,0.078159,4438.715162
Montana,Connecticut,2022,Current Value (millions of dollars),8.99912,,11.080594
Montana,Delaware,2022,Current Value (millions of dollars),9.083772,0.0,15.652945
Montana,District of Columbia,2022,Current Value (millions of dollars),1.442691,0.143435,0.13355
Montana,Florida,2022,Current Value (millions of dollars),129.921255,32.394426,89.446955
Montana,Georgia,2022,Current Value (millions of dollars),71.858771,28.696842,37.710515
Montana,Hawaii,2022,Current Value (millions of dollars),11.016913,2.88627,0.829594
Montana,Idaho,2022,Current Value (millions of dollars),4334.119299,0.007034,222.943622
Montana,Illinois,2022,Current Value (millions of dollars),641.952429,26.383091,195.345514
Montana,Indiana,2022,Current Value (millions of dollars),418.791002,,192.883152
Montana,Iowa,2022,Current Value (millions of dollars),67.002174,,393.248263
Montana,Kansas,2022,Current Value (millions of dollars),354.489254,,84.779436
Montana,Kentucky,2022,Current Value (millions of dollars),181.465248,42.85147,10.875321
Montana,Louisiana,2022,Current Value (millions of dollars),45.027153,0.446447,40.594259
Montana,Maine,2022,Current Value (millions of dollars),9.737904,0.266751,0.683198
Montana,Maryland,2022,Current Value (millions of dollars),138.325369,8.192015,17.994873
Montana,Massachusetts,2022,Current Value (millions of dollars),39.752529,0.01273,41.333096
Montana,Michigan,2022,Current Value (millions of dollars),188.419912,231.20592,66.947604
Montana,Minnesota,2022,Current Value (millions of dollars),854.536239,0.173757,43.041649
Montana,Mississippi,2022,Current Value (millions of dollars),19.508555,0.0,3.92903
Montana,Missouri,2022,Current Value (millions of dollars),104.647627,0.01039,23.153553
Montana,Montana,2022,Current Value (millions of dollars),38236.65607,1115.366298,6929.723365
Montana,Nebraska,2022,Current Value (millions of dollars),209.389956,,89.759943
Montana,Nevada,2022,Current Value (millions of dollars),106.694804,0.0,72.2045
Montana,New Hampshire,2022,Current Value (millions of dollars),4.879681,,8.414056
Montana,New Jersey,2022,Current Value (millions of dollars),71.983627,2.156337,58.973206
Montana,New Mexico,2022,Current Value (millions of dollars),31.874973,0.09515,36.539276
Montana,New York,2022,Current Value (millions of dollars),125.997396,45.617873,1157.429176
Montana,North Carolina,2022,Current Value (millions of dollars),135.223734,0.165029,91.782526
Montana,North Dakota,2022,Current Value (millions of dollars),2523.182212,31.203862,268.274831
Montana,Ohio,2022,Current Value (millions of dollars),423.011943,0.19145,51.209108
Montana,Oklahoma,2022,Current Value (millions of dollars),347.098049,,98.838948
Montana,Oregon,2022,Current Value (millions of dollars),1970.670585,1.127069,213.180366
Montana,Pennsylvania,2022,Current Value (millions of dollars),211.849895,22.697117,73.842916
Montana,Rhode Island,2022,Current Value (millions of dollars),3.605089,0.006836,0.544571
Montana,South Carolina,2022,Current Value (millions of dollars),25.731734,0.522437,6.172387
Montana,South Dakota,2022,Current Value (millions of dollars),262.721501,0.106784,25.374683
Montana,Tennessee,2022,Current Value (millions of dollars),69.059442,90.682063,10.046763
Montana,Texas,2022,Current Value (millions of dollars),469.512024,106.394862,1465.724948
Montana,Utah,2022,Current Value (millions of dollars),465.05301,0.012281,678.153582
Montana,Vermont,2022,Current Value (millions of dollars),11.476199,0.019512,0.472413
Montana,Virginia,2022,Current Value (millions of dollars),54.449991,32.241492,7.859627
Montana,Washington,2022,Current Value (millions of dollars),1631.533213,929.585487,4610.266709
Montana,West Virginia,2022,Current Value (millions of dollars),63.434881,,3.73964
Montana,Wisconsin,2022,Current Value (millions of dollars),299.187244,,64.131505
Montana,Wyoming,2022,Current Value (millions of dollars),1470.376108,,867.776125
Nebraska,Alabama,2022,Current Value (millions of dollars),334.584834,0.454294,0.0
Nebraska,Alaska,2022,Current Value (millions of dollars),16.728233,12.905058,
Nebraska,Arizona,2022,Current Value (millions of dollars),1260.76281,42.496978,0.0
Nebraska,Arkansas,2022,Current Value (millions of dollars),1354.28544,0.0,0.0
Nebraska,California,2022,Current Value (millions of dollars),5602.426416,2228.944821,0.693537
Nebraska,Colorado,2022,Current Value (millions of dollars),6358.563854,0.649401,0.0
Nebraska,Connecticut,2022,Current Value (millions of dollars),322.863922,,0.0
Nebraska,Delaware,2022,Current Value (millions of dollars),47.399484,0.823361,0.0
Nebraska,District of Columbia,2022,Current Value (millions of dollars),31.390925,5.107302,
Nebraska,Florida,2022,Current Value (millions of dollars),2121.898655,239.097103,0.0
Nebraska,Georgia,2022,Current Value (millions of dollars),1342.065802,49.401958,0.0
Nebraska,Hawaii,2022,Current Value (millions of dollars),74.503327,3.783642,0.0
Nebraska,Idaho,2022,Current Value (millions of dollars),532.493074,0.0,0.0
Nebraska,Illinois,2022,Current Value (millions of dollars),5303.187484,593.828006,0.129764
Nebraska,Indiana,2022,Current Value (millions of dollars),1825.551757,0.333649,0.006274
Nebraska,Iowa,2022,Current Value (millions of dollars),13741.52136,,2.050279
Nebraska,Kansas,2022,Current Value (millions of dollars),10278.01345,0.016482,0.002279
Nebraska,Kentucky,2022,Current Value (millions of dollars),518.417787,53.304232,0.0
Nebraska,Louisiana,2022,Current Value (millions of dollars),1410.250854,67.592382,0.04526
Nebraska,Maine,2022,Current Value (millions of dollars),43.414924,24.239665,0.0
Nebraska,Maryland,2022,Current Value (millions of dollars),347.807061,258.465245,
Nebraska,Massachusetts,2022,Current Value (millions of dollars),640.757329,0.335182,0.0
Nebraska,Michigan,2022,Current Value (millions of dollars),1447.024346,1197.222605,0.0
Nebraska,Minnesota,2022,Current Value (millions of dollars),2578.947177,3.788009,0.006188
Nebraska,Mississippi,2022,Current Value (millions of dollars),348.073999,0.693109,
Nebraska,Missouri,2022,Current Value (millions of dollars),4734.536416,0.157965,0.0
Nebraska,Montana,2022,Current Value (millions of dollars),420.812345,75.838073,0.0
Nebraska,Nebraska,2022,Current Value (millions of dollars),99591.70757,20.77525,65.249231
Nebraska,Nevada,2022,Current Value (millions of dollars),572.602123,0.0,0.0
Nebraska,New Hampshire,2022,Current Value (millions of dollars),21.955523,,0.0
Nebraska,New Jersey,2022,Current Value (millions of dollars),1104.45176,84.233958,0.077387
Nebraska,New Mexico,2022,Current Value (millions of dollars),268.440005,4.761739,0.0
Nebraska,New York,2022,Current Value (millions of dollars),919.772059,465.77873,0.327662
Nebraska,North Carolina,2022,Current Value (millions of dollars),1468.598201,6.058231,0.051541
Nebraska,North Dakota,2022,Current Value (millions of dollars),840.869694,555.284338,
Nebraska,Ohio,2022,Current Value (millions of dollars),1791.888891,0.258433,0.018588
Nebraska,Oklahoma,2022,Current Value (millions of dollars),956.798265,,0.0
Nebraska,Oregon,2022,Current Value (millions of dollars),1157.401727,0.288944,0.0
Nebraska,Pennsylvania,2022,Current Value (millions of dollars),1448.593629,61.378155,0.0
Nebraska,Rhode Island,2022,Current Value (millions of dollars),118.639311,0.080435,
Nebraska,South Carolina,2022,Current Value (millions of dollars),356.902402,34.411802,0.0
Nebraska,South Dakota,2022,Current Value (millions of dollars),3280.629817,0.097172,0.10919
Nebraska,Tennessee,2022,Current Value (millions of dollars),1341.365658,131.624514,0.0
Nebraska,Texas,2022,Current Value (millions of dollars),7354.973489,2006.663625,0.008673
Nebraska,Utah,2022,Current Value (millions of dollars),929.251013,,0.0
Nebraska,Vermont,2022,Current Value (millions of dollars),67.136424,0.681278,
Nebraska,Virginia,2022,Current Value (millions of dollars),332.392476,423.081626,0.0
Nebraska,Washington,2022,Current Value (millions of dollars),1365.592266,247.561394,0.0
Nebraska,West Virginia,2022,Current Value (millions of dollars),68.312228,,
Nebraska,Wisconsin,2022,Current Value (millions of dollars),2512.138275,0.023461,0.0
Nebraska,Wyoming,2022,Current Value (millions of dollars),635.307174,,
Nevada,Alabama,2022,Current Value (millions of dollars),184.291767,0.0,0.0
Nevada,Alaska,2022,Current Value (millions of dollars),109.008658,143.480635,
Nevada,Arizona,2022,Current Value (millions of dollars),2403.635177,29.344579,1.649552
Nevada,Arkansas,2022,Current Value (millions of dollars),106.964162,,0.019352
Nevada,California,2022,Current Value (millions of dollars),17385.82458,4035.229982,44.866071
Nevada,Colorado,2022,Current Value (millions of dollars),1235.015371,0.222277,0.522674
Nevada,Connecticut,2022,Current Value (millions of dollars),109.097545,,0.05688
Nevada,Delaware,2022,Current Value (millions of dollars),92.474344,3.696807,0.006937
Nevada,District of Columbia,2022,Current Value (millions of dollars),23.08398,1.559491,0.0
Nevada,Florida,2022,Current Value (millions of dollars),1262.556338,157.212583,1.034652
Nevada,Georgia,2022,Current Value (millions of dollars),700.161256,14.535399,1.292934
Nevada,Hawaii,2022,Current Value (millions of dollars),145.383641,13.284866,0.0
Nevada,Idaho,2022,Current Value (millions of dollars),543.022648,0.0,0.021412
Nevada,Illinois,2022,Current Value (millions of dollars),591.887196,21.369209,0.763815
Nevada,Indiana,2022,Current Value (millions of dollars),205.04992,0.008449,0.042026
Nevada,Iowa,2022,Current Value (millions of dollars),262.616842,,0.0
Nevada,Kansas,2022,Current Value (millions of dollars),340.658559,,0.0
Nevada,Kentucky,2022,Current Value (millions of dollars),122.132885,579.986427,0.0
Nevada,Louisiana,2022,Current Value (millions of dollars),136.68119,4.427981,0.0
Nevada,Maine,2022,Current Value (millions of dollars),50.321465,14.269795,
Nevada,Maryland,2022,Current Value (millions of dollars),343.139419,1.168735,0.108666
Nevada,Massachusetts,2022,Current Value (millions of dollars),353.707417,0.226886,0.015048
Nevada,Michigan,2022,Current Value (millions of dollars),439.805362,737.795343,0.081828
Nevada,Minnesota,2022,Current Value (millions of dollars),282.191977,88.921646,0.0
Nevada,Mississippi,2022,Current Value (millions of dollars),233.938567,0.0,0.0
Nevada,Missouri,2022,Current Value (millions of dollars),259.64988,0.199896,0.008733
Nevada,Montana,2022,Current Value (millions of dollars),367.763487,247.534584,0.0
Nevada,Nebraska,2022,Current Value (millions of dollars),112.502524,,0.0
Nevada,Nevada,2022,Current Value (millions of dollars),39009.06506,906.390026,1732.647397
Nevada,New Hampshire,2022,Current Value (millions of dollars),150.003584,1.247556,0.045744
Nevada,New Jersey,2022,Current Value (millions of dollars),300.664761,21.76737,0.438665
Nevada,New Mexico,2022,Current Value (millions of dollars),233.549833,0.306528,0.0
Nevada,New York,2022,Current Value (millions of dollars),632.307862,1531.698312,9.598037
Nevada,North Carolina,2022,Current Value (millions of dollars),359.373962,39.646596,0.531336
Nevada,North Dakota,2022,Current Value (millions of dollars),73.349412,64.433825,
Nevada,Ohio,2022,Current Value (millions of dollars),688.427624,2.865247,0.227981
Nevada,Oklahoma,2022,Current Value (millions of dollars),431.032281,,0.0
Nevada,Oregon,2022,Current Value (millions of dollars),2842.453524,1.889515,0.0
Nevada,Pennsylvania,2022,Current Value (millions of dollars),962.798605,28.676012,1.725921
Nevada,Rhode Island,2022,Current Value (millions of dollars),5.20464,0.075422,0.0
Nevada,South Carolina,2022,Current Value (millions of dollars),149.716933,11.35071,0.0
Nevada,South Dakota,2022,Current Value (millions of dollars),57.041594,1.028646,
Nevada,Tennessee,2022,Current Value (millions of dollars),414.344185,839.425496,0.061801
Nevada,Texas,2022,Current Value (millions of dollars),2946.735196,615.617423,1.397035
Nevada,Utah,2022,Current Value (millions of dollars),2933.184925,0.0,2.845911
Nevada,Vermont,2022,Current Value (millions of dollars),28.887692,14.286227,
Nevada,Virginia,2022,Current Value (millions of dollars),329.430304,25.463224,1.723884
Nevada,Washington,2022,Current Value (millions of dollars),2225.337664,726.237944,0.074701
Nevada,West Virginia,2022,Current Value (millions of dollars),61.239149,,
Nevada,Wisconsin,2022,Current Value (millions of dollars),523.085264,0.0,0.179662
Nevada,Wyoming,2022,Current Value (millions of dollars),165.773248,,0.0
New Hampshire,Alabama,2022,Current Value (millions of dollars),226.195071,0.532494,
New Hampshire,Alaska,2022,Current Value (millions of dollars),14.583343,235.464885,
New Hampshire,Arizona,2022,Current Value (millions of dollars),532.779251,16.782844,6.609445
New Hampshire,Arkansas,2022,Current Value (millions of dollars),196.64984,,
New Hampshire,California,2022,Current Value (millions of dollars),2897.507555,104.086999,0.403247
New Hampshire,Colorado,2022,Current Value (millions of dollars),272.52512,0.003837,67.302197
New Hampshire,Connecticut,2022,Current Value (millions of dollars),1817.256592,0.0,0.0
New Hampshire,Delaware,2022,Current Value (millions of dollars),433.211472,51.064991,
New Hampshire,District of Columbia,2022,Current Value (millions of dollars),152.602974,23.643064,0.048
New Hampshire,Florida,2022,Current Value (millions of dollars),1077.622495,107.726096,0.181775
New Hampshire,Georgia,2022,Current Value (millions of dollars),1122.382339,5.759786,0.0
New Hampshire,Hawaii,2022,Current Value (millions of dollars),19.022829,9.284806,
New Hampshire,Idaho,2022,Current Value (millions of dollars),127.271919,0.012317,
New Hampshire,Illinois,2022,Current Value (millions of dollars),1596.043507,70.79845,7.830296
New Hampshire,Indiana,2022,Current Value (millions of dollars),909.240613,0.170942,
New Hampshire,Iowa,2022,Current Value (millions of dollars),307.349776,,
New Hampshire,Kansas,2022,Current Value (millions of dollars),161.69032,,0.0
New Hampshire,Kentucky,2022,Current Value (millions of dollars),695.478897,595.319624,
New Hampshire,Louisiana,2022,Current Value (millions of dollars),164.141456,3.395424,
New Hampshire,Maine,2022,Current Value (millions of dollars),5530.885896,169.03468,0.0
New Hampshire,Maryland,2022,Current Value (millions of dollars),1302.264912,10.021457,0.009999
New Hampshire,Massachusetts,2022,Current Value (millions of dollars),10119.56963,1481.009965,2.066955
New Hampshire,Michigan,2022,Current Value (millions of dollars),871.297099,45.073526,
New Hampshire,Minnesota,2022,Current Value (millions of dollars),534.198213,0.962046,
New Hampshire,Mississippi,2022,Current Value (millions of dollars),155.291477,0.0,
New Hampshire,Missouri,2022,Current Value (millions of dollars),345.141048,,3.85
New Hampshire,Montana,2022,Current Value (millions of dollars),35.58345,7.366071,
New Hampshire,Nebraska,2022,Current Value (millions of dollars),107.056098,,
New Hampshire,Nevada,2022,Current Value (millions of dollars),134.00609,,0.0
New Hampshire,New Hampshire,2022,Current Value (millions of dollars),24023.53315,148.739186,1099.56877
New Hampshire,New Jersey,2022,Current Value (millions of dollars),1632.02414,274.984507,
New Hampshire,New Mexico,2022,Current Value (millions of dollars),83.812725,0.018122,0.0
New Hampshire,New York,2022,Current Value (millions of dollars),2693.676429,2064.047747,0.0
New Hampshire,North Carolina,2022,Current Value (millions of dollars),851.96704,11.615322,0.0
New Hampshire,North Dakota,2022,Current Value (millions of dollars),18.944766,22.559175,
New Hampshire,Ohio,2022,Current Value (millions of dollars),1305.823094,3.007085,
New Hampshire,Oklahoma,2022,Current Value (millions of dollars),116.501397,0.0,
New Hampshire,Oregon,2022,Current Value (millions of dollars),228.027421,0.626763,
New Hampshire,Pennsylvania,2022,Current Value (millions of dollars),1358.574565,193.64815,0.0
New Hampshire,Rhode Island,2022,Current Value (millions of dollars),1187.525568,4.200294,4.564787
New Hampshire,South Carolina,2022,Current Value (millions of dollars),341.803513,0.672003,0.0
New Hampshire,South Dakota,2022,Current Value (millions of dollars),16.0614,0.690575,
New Hampshire,Tennessee,2022,Current Value (millions of dollars),439.563528,689.908967,
New Hampshire,Texas,2022,Current Value (millions of dollars),2892.378095,484.134979,41.764206
New Hampshire,Utah,2022,Current Value (millions of dollars),208.902592,,
New Hampshire,Vermont,2022,Current Value (millions of dollars),1682.636607,491.842613,
New Hampshire,Virginia,2022,Current Value (millions of dollars),509.545586,9.336571,0.0
New Hampshire,Washington,2022,Current Value (millions of dollars),289.025607,23.3919,
New Hampshire,West Virginia,2022,Current Value (millions of dollars),55.097247,0.0,
New Hampshire,Wisconsin,2022,Current Value (millions of dollars),452.059385,0.0,
New Hampshire,Wyoming,2022,Current Value (millions of dollars),45.74846,,
New Jersey,Alabama,2022,Current Value (millions of dollars),1976.600299,2.673093,176.386411
New Jersey,Alaska,2022,Current Value (millions of dollars),213.302947,528.586406,4.318843
New Jersey,Arizona,2022,Current Value (millions of dollars),2696.928971,40.953437,332.096908
New Jersey,Arkansas,2022,Current Value (millions of dollars),1895.365411,0.0,171.961649
New Jersey,California,2022,Current Value (millions of dollars),18837.28128,736.430251,5414.426704
New Jersey,Colorado,2022,Current Value (millions of dollars),1736.143405,0.0,487.520927
New Jersey,Connecticut,2022,Current Value (millions of dollars),11111.26557,0.0,4672.857445
New Jersey,Delaware,2022,Current Value (millions of dollars),5034.872666,69.495886,1200.455797
New Jersey,District of Columbia,2022,Current Value (millions of dollars),929.331241,266.588557,51.677344
New Jersey,Florida,2022,Current Value (millions of dollars),15183.02944,1002.896286,1340.121401
New Jersey,Georgia,2022,Current Value (millions of dollars),7680.952577,86.230741,2546.772234
New Jersey,Hawaii,2022,Current Value (millions of dollars),607.577445,64.082826,28.435134
New Jersey,Idaho,2022,Current Value (millions of dollars),481.39804,0.0,46.469024
New Jersey,Illinois,2022,Current Value (millions of dollars),11076.97091,548.544424,7606.58536
New Jersey,Indiana,2022,Current Value (millions of dollars),6703.773404,111.934732,3391.198198
New Jersey,Iowa,2022,Current Value (millions of dollars),1301.67191,,1531.008381
New Jersey,Kansas,2022,Current Value (millions of dollars),1440.955606,0.0,1158.792449
New Jersey,Kentucky,2022,Current Value (millions of dollars),3655.703984,3066.971968,1246.714196
New Jersey,Louisiana,2022,Current Value (millions of dollars),2355.886292,15.173879,117.00703
New Jersey,Maine,2022,Current Value (millions of dollars),1360.282275,106.347452,514.78578
New Jersey,Maryland,2022,Current Value (millions of dollars),18877.0547,79.872645,1051.267195
New Jersey,Massachusetts,2022,Current Value (millions of dollars),13882.37168,33.388042,4379.607972
New Jersey,Michigan,2022,Current Value (millions of dollars),5719.500082,1219.029149,4394.789811
New Jersey,Minnesota,2022,Current Value (millions of dollars),2307.556794,13.360843,2241.396177
New Jersey,Mississippi,2022,Current Value (millions of dollars),5830.600013,0.773732,275.067273
New Jersey,Missouri,2022,Current Value (millions of dollars),3133.094059,0.0,3044.897462
New Jersey,Montana,2022,Current Value (millions of dollars),394.515001,64.535455,26.608217
New Jersey,Nebraska,2022,Current Value (millions of dollars),764.750824,,1080.46948
New Jersey,Nevada,2022,Current Value (millions of dollars),1234.934236,0.0,417.076091
New Jersey,New Hampshire,2022,Current Value (millions of dollars),2404.732311,9.029585,1244.765853
New Jersey,New Jersey,2022,Current Value (millions of dollars),212333.67,8652.471409,93076.89696
New Jersey,New Mexico,2022,Current Value (millions of dollars),315.723159,0.084697,64.348005
New Jersey,New York,2022,Current Value (millions of dollars),89034.81749,24816.60375,43458.07605
New Jersey,North Carolina,2022,Current Value (millions of dollars),11450.20098,21.634266,1121.806022
New Jersey,North Dakota,2022,Current Value (millions of dollars),378.521275,616.860502,127.620968
New Jersey,Ohio,2022,Current Value (millions of dollars),18209.16767,16.306285,9375.908105
New Jersey,Oklahoma,2022,Current Value (millions of dollars),1406.686507,0.0,98.056154
New Jersey,Oregon,2022,Current Value (millions of dollars),2196.080968,11.457706,209.092972
New Jersey,Pennsylvania,2022,Current Value (millions of dollars),60958.70489,1817.218321,19217.29957
New Jersey,Rhode Island,2022,Current Value (millions of dollars),1455.21528,1.867109,542.162588
New Jersey,South Carolina,2022,Current Value (millions of dollars),5016.183426,40.676181,616.659793
New Jersey,South Dakota,2022,Current Value (millions of dollars),233.426811,8.44807,149.64431
New Jersey,Tennessee,2022,Current Value (millions of dollars),6238.587787,1250.543054,3015.374431
New Jersey,Texas,2022,Current Value (millions of dollars),15458.37655,3332.125102,3891.494911
New Jersey,Utah,2022,Current Value (millions of dollars),1646.403245,0.0,210.981527
New Jersey,Vermont,2022,Current Value (millions of dollars),2111.282442,10.771984,693.478349
New Jersey,Virginia,2022,Current Value (millions of dollars),10141.15269,384.224802,943.954285
New Jersey,Washington,2022,Current Value (millions of dollars),2453.227761,370.240792,826.40907
New Jersey,West Virginia,2022,Current Value (millions of dollars),1288.805407,,229.430156
New Jersey,Wisconsin,2022,Current Value (millions of dollars),2737.383025,0.0,2576.050999
New Jersey,Wyoming,2022,Current Value (millions of dollars),258.59925,,25.113898
New Mexico,Alabama,2022,Current Value (millions of dollars),528.487172,0.023838,2.575504
New Mexico,Alaska,2022,Current Value (millions of dollars),44.068443,101.619057,
New Mexico,Arizona,2022,Current Value (millions of dollars),11463.12395,24.472278,290.183429
New Mexico,Arkansas,2022,Current Value (millions of dollars),19.476701,,2.353292
New Mexico,California,2022,Current Value (millions of dollars),1939.924888,565.035824,2307.273048
New Mexico,Colorado,2022,Current Value (millions of dollars),1665.539851,0.673974,65.187506
New Mexico,Connecticut,2022,Current Value (millions of dollars),175.572718,,64.290309
New Mexico,Delaware,2022,Current Value (millions of dollars),3.843235,0.0,0.0
New Mexico,District of Columbia,2022,Current Value (millions of dollars),6.204424,1.613847,0.023794
New Mexico,Florida,2022,Current Value (millions of dollars),354.062665,65.963171,55.323185
New Mexico,Georgia,2022,Current Value (millions of dollars),174.296167,3.962896,14.96545
New Mexico,Hawaii,2022,Current Value (millions of dollars),15.065363,3.749837,
New Mexico,Idaho,2022,Current Value (millions of dollars),109.285805,0.0,1.674023
New Mexico,Illinois,2022,Current Value (millions of dollars),1613.172964,22.704366,26.195466
New Mexico,Indiana,2022,Current Value (millions of dollars),1019.958301,1.88568,56.019413
New Mexico,Iowa,2022,Current Value (millions of dollars),18.923499,,16.44188
New Mexico,Kansas,2022,Current Value (millions of dollars),957.522237,,24.117459
New Mexico,Kentucky,2022,Current Value (millions of dollars),771.033694,44.563664,3.903797
New Mexico,Louisiana,2022,Current Value (millions of dollars),12112.69356,1.021408,0.065029
New Mexico,Maine,2022,Current Value (millions of dollars),13.296973,119.459896,1.009071
New Mexico,Maryland,2022,Current Value (millions of dollars),70.258938,0.048353,1.409514
New Mexico,Massachusetts,2022,Current Value (millions of dollars),125.215412,0.098083,1.79786
New Mexico,Michigan,2022,Current Value (millions of dollars),365.346638,119.010689,82.003276
New Mexico,Minnesota,2022,Current Value (millions of dollars),985.811385,0.07538,114.52646
New Mexico,Mississippi,2022,Current Value (millions of dollars),149.200636,0.0,4.275002
New Mexico,Missouri,2022,Current Value (millions of dollars),670.447356,0.0,12.813686
New Mexico,Montana,2022,Current Value (millions of dollars),19.014835,44.090959,0.505863
New Mexico,Nebraska,2022,Current Value (millions of dollars),75.033941,,5.00459
New Mexico,Nevada,2022,Current Value (millions of dollars),67.94154,0.0,17.166218
New Mexico,New Hampshire,2022,Current Value (millions of dollars),20.189731,0.009118,0.183533
New Mexico,New Jersey,2022,Current Value (millions of dollars),86.345593,5.367199,2.10949
New Mexico,New Mexico,2022,Current Value (millions of dollars),50736.12671,2274.520117,2431.921987
New Mexico,New York,2022,Current Value (millions of dollars),162.604468,21.902939,7.28685
New Mexico,North Carolina,2022,Current Value (millions of dollars),81.218612,2.088035,2.99019
New Mexico,North Dakota,2022,Current Value (millions of dollars),8.961234,7.689898,1.608578
New Mexico,Ohio,2022,Current Value (millions of dollars),1158.368733,0.202052,24.720707
New Mexico,Oklahoma,2022,Current Value (millions of dollars),1116.07861,,37.930199
New Mexico,Oregon,2022,Current Value (millions of dollars),868.241614,0.0,8.528526
New Mexico,Pennsylvania,2022,Current Value (millions of dollars),323.426647,4.139753,27.977655
New Mexico,Rhode Island,2022,Current Value (millions of dollars),5.26539,0.0,0.002939
New Mexico,South Carolina,2022,Current Value (millions of dollars),59.991804,4.835847,1.267087
New Mexico,South Dakota,2022,Current Value (millions of dollars),20.477623,0.095746,4.114712
New Mexico,Tennessee,2022,Current Value (millions of dollars),762.583818,92.155275,6.064825
New Mexico,Texas,2022,Current Value (millions of dollars),22847.60793,1279.011002,14248.60149
New Mexico,Utah,2022,Current Value (millions of dollars),246.427409,,604.201467
New Mexico,Vermont,2022,Current Value (millions of dollars),16.622968,0.01748,
New Mexico,Virginia,2022,Current Value (millions of dollars),83.457457,0.731532,5.919119
New Mexico,Washington,2022,Current Value (millions of dollars),90.556443,13.522656,0.226069
New Mexico,West Virginia,2022,Current Value (millions of dollars),18.58475,,
New Mexico,Wisconsin,2022,Current Value (millions of dollars),536.217904,0.035249,37.749799
New Mexico,Wyoming,2022,Current Value (millions of dollars),116.748306,,0.075651
New York,Alabama,2022,Current Value (millions of dollars),3927.082193,4.920101,1071.687111
New York,Alaska,2022,Current Value (millions of dollars),478.541801,898.978421,10.460476
New York,Arizona,2022,Current Value (millions of dollars),3482.923134,52.488133,265.147673
New York,Arkansas,2022,Current Value (millions of dollars),1872.070934,0.0,110.815831
New York,California,2022,Current Value (millions of dollars),27389.22468,893.532589,7915.901812
New York,Colorado,2022,Current Value (millions of dollars),3001.555539,0.0,333.428736
New York,Connecticut,2022,Current Value (millions of dollars),20351.68772,0.134129,3249.681109
New York,Delaware,2022,Current Value (millions of dollars),2044.12001,51.802108,2961.629554
New York,District of Columbia,2022,Current Value (millions of dollars),478.60028,77.773071,612.857159
New York,Florida,2022,Current Value (millions of dollars),15165.01571,1217.038902,3793.320772
New York,Georgia,2022,Current Value (millions of dollars),8386.42941,125.85694,2197.558166
New York,Hawaii,2022,Current Value (millions of dollars),466.268339,41.032497,15.125345
New York,Idaho,2022,Current Value (millions of dollars),1175.530258,2.680713,95.500004
New York,Illinois,2022,Current Value (millions of dollars),13875.39782,605.06353,6648.939076
New York,Indiana,2022,Current Value (millions of dollars),6836.582368,5.591352,1250.244982
New York,Iowa,2022,Current Value (millions of dollars),2373.655754,0.0,196.332415
New York,Kansas,2022,Current Value (millions of dollars),1452.486571,0.088103,138.139983
New York,Kentucky,2022,Current Value (millions of dollars),4795.36308,1765.781228,1216.565462
New York,Louisiana,2022,Current Value (millions of dollars),1797.643583,70.236736,138.347757
New York,Maine,2022,Current Value (millions of dollars),2511.063813,106.094363,408.359588
New York,Maryland,2022,Current Value (millions of dollars),6053.697572,192.77243,2683.953101
New York,Massachusetts,2022,Current Value (millions of dollars),22323.20268,40.850601,6737.000036
New York,Michigan,2022,Current Value (millions of dollars),9448.776621,1458.017062,3548.363842
New York,Minnesota,2022,Current Value (millions of dollars),3494.279802,10.59376,442.234707
New York,Mississippi,2022,Current Value (millions of dollars),6832.223645,2.99931,330.933579
New York,Missouri,2022,Current Value (millions of dollars),3692.483438,0.0,380.289603
New York,Montana,2022,Current Value (millions of dollars),236.536404,58.722812,20.111338
New York,Nebraska,2022,Current Value (millions of dollars),684.962951,,55.512689
New York,Nevada,2022,Current Value (millions of dollars),1933.181098,0.0,232.716646
New York,New Hampshire,2022,Current Value (millions of dollars),3816.567097,0.0,2582.63546
New York,New Jersey,2022,Current Value (millions of dollars),55932.241,3662.447625,23478.68616
New York,New Mexico,2022,Current Value (millions of dollars),676.744332,0.107953,77.394981
New York,New York,2022,Current Value (millions of dollars),391129.9763,93554.19684,93142.88292
New York,North Carolina,2022,Current Value (millions of dollars),9052.644805,30.473842,4351.314953
New York,North Dakota,2022,Current Value (millions of dollars),423.188537,307.874084,175.766173
